FlightID(航班ID),Flight Date(航班日期),Flight,Departure Airport(起飞机场),Arrival Airport(降落机场),Planned Departure Time(计划起飞时间),Planned Arrival Time(计划降落时间),AircraftID(飞机ID),Aircraft Type(机型),Number of Passengers(旅客数),Number of Seats(座位数),Importance Factors(重要系数)
102362630,43160,8825,AIRPORT_247,AIRPORT_281,1917,2037,AC_113,TYPE_B,159,164,1
102335525,43160,8693,AIRPORT_57,AIRPORT_177,1918,2017,AC_28,TYPE_A,131,132,2
102324617,43160,8595,AIRPORT_119,AIRPORT_290,1919,2122,AC_156,TYPE_C,164,189,1
102362722,43160,8839,AIRPORT_50,AIRPORT_195,1919,2010,AC_120,TYPE_B,160,164,1
102351624,43160,8059,AIRPORT_289,AIRPORT_158,1920,1974,AC_84,TYPE_A,121,132,1
102381763,43160,8923,AIRPORT_57,AIRPORT_195,1920,2034,AC_162,TYPE_C,186,194,2
102341121,43160,8245,AIRPORT_150,AIRPORT_106,1925,2045,AC_14,TYPE_B,159,164,1
102345199,43160,8729,AIRPORT_119,AIRPORT_192,1926,2100,AC_151,TYPE_C,175,189,1
102314180,43160,8385,AIRPORT_107,AIRPORT_167,1927,2112,AC_18,TYPE_B,147,164,5
102315337,43160,8402,AIRPORT_206,AIRPORT_247,1929,2163,AC_94,TYPE_B,156,164,5
102334887,43160,8686,AIRPORT_119,AIRPORT_108,1932,2156,AC_150,TYPE_C,156,189,1
102322313,43160,8553,AIRPORT_150,AIRPORT_50,1935,2007,AC_126,TYPE_B,159,164,1
102330592,43160,8657,AIRPORT_57,AIRPORT_171,1940,2055,AC_51,TYPE_D,298,301,2
102328597,43160,8633,AIRPORT_50,AIRPORT_171,1940,2091,AC_29,TYPE_A,131,132,1
102328329,43160,8593,AIRPORT_50,AIRPORT_59,1942,2041,AC_117,TYPE_C,188,194,1
102372105,43160,8807,AIRPORT_150,AIRPORT_293,1943,2084,AC_63,TYPE_A,124,132,1
102331731,43160,8661,AIRPORT_57,AIRPORT_150,1946,2005,AC_102,TYPE_B,146,164,2
102388160,43160,8953,AIRPORT_107,AIRPORT_44,1948,2033,AC_127,TYPE_B,154,164,5
102365917,43160,8838,AIRPORT_206,AIRPORT_286,1949,2091,AC_134,TYPE_B,91,164,5
102313314,43160,8365,AIRPORT_150,AIRPORT_268,1951,2091,AC_96,TYPE_B,158,164,1
102333161,43160,8697,AIRPORT_57,AIRPORT_171,1958,2077,AC_56,TYPE_A,131,132,2
102374550,43160,8811,AIRPORT_57,AIRPORT_258,1961,2072,AC_119,TYPE_B,161,164,2
102318015,43160,8525,AIRPORT_57,AIRPORT_269,1962,2156,AC_155,TYPE_B,154,158,2
102329579,43160,8621,AIRPORT_150,AIRPORT_132,1968,2014,AC_114,TYPE_B,144,164,1
102312072,43160,8869,AIRPORT_57,AIRPORT_291,1971,2098,AC_121,TYPE_C,188,194,2
102329901,43160,8639,AIRPORT_57,AIRPORT_158,1973,2035,AC_77,TYPE_A,106,132,2
102342356,43160,8731,AIRPORT_57,AIRPORT_35,1980,2100,AC_21,TYPE_B,160,164,2
102369947,43160,8771,AIRPORT_311,AIRPORT_129,1980,2054,AC_60,TYPE_A,113,134,1
102326817,43160,8597,AIRPORT_150,AIRPORT_268,1981,2113,AC_6,TYPE_B,157,164,1
102364149,43160,8817,AIRPORT_167,AIRPORT_171,1983,2105,AC_81,TYPE_A,125,132,1
102378910,43160,8877,AIRPORT_126,AIRPORT_119,1984,2132,AC_25,TYPE_C,186,194,1
102379916,43160,8927,AIRPORT_57,AIRPORT_145,1988,2088,AC_112,TYPE_C,190,194,2
102319211,43160,8529,AIRPORT_107,AIRPORT_150,1989,2152,AC_143,TYPE_B,145,164,5
102326372,43160,8574,AIRPORT_132,AIRPORT_57,1990,2075,AC_148,TYPE_B,156,158,1
102396900,43160,8975,AIRPORT_269,AIRPORT_292,1990,2113,AC_55,TYPE_A,118,132,1
102334783,43160,8700,AIRPORT_258,AIRPORT_57,1993,2140,AC_131,TYPE_D,254,274,1
102368650,43160,8751,AIRPORT_57,AIRPORT_98,1993,2107,AC_111,TYPE_C,191,194,2
102397978,43160,880Z,AIRPORT_258,AIRPORT_247,1993,2191,AC_130,TYPE_C,188,189,1
102347934,43160,8125,AIRPORT_119,AIRPORT_232,1997,2117,AC_138,TYPE_C,176,189,1
102316735,43160,8508,AIRPORT_258,AIRPORT_50,2003,2135,AC_116,TYPE_C,184,194,1
102368720,43160,8759,AIRPORT_247,AIRPORT_50,2004,2127,AC_19,TYPE_B,157,164,1
102380547,43160,8897,AIRPORT_57,AIRPORT_101,2005,2102,AC_145,TYPE_B,149,158,2
102319020,43160,8513,AIRPORT_50,AIRPORT_311,2006,2094,AC_97,TYPE_B,160,164,1
102395950,43160,8409,AIRPORT_57,AIRPORT_105,2007,2137,AC_105,TYPE_C,170,194,2
102369772,43160,8753,AIRPORT_290,AIRPORT_171,2007,2182,AC_79,TYPE_A,129,132,1
102367464,43160,8774,AIRPORT_196,AIRPORT_57,2008,2094,AC_35,TYPE_C,144,194,1
102397609,43160,8029,AIRPORT_290,AIRPORT_242,2017,2171,AC_98,TYPE_B,141,164,1
102336904,43160,8230,AIRPORT_280,AIRPORT_57,2018,2100,AC_30,TYPE_A,97,132,1
102393006,43160,8996,AIRPORT_106,AIRPORT_57,2019,2145,AC_160,TYPE_C,171,194,1
102380576,43160,8907,AIRPORT_108,AIRPORT_281,2020,2098,AC_80,TYPE_A,130,132,1
102333028,43160,8689,AIRPORT_258,AIRPORT_119,2022,2143,AC_69,TYPE_B,124,164,1
102361558,43160,8863,AIRPORT_290,AIRPORT_45,2022,2162,AC_153,TYPE_B,160,164,1
102360837,43160,8842,AIRPORT_269,AIRPORT_57,2023,2208,AC_124,TYPE_B,150,164,1
102372151,43160,8797,AIRPORT_57,AIRPORT_248,2023,2170,AC_15,TYPE_B,143,164,2
102397973,43160,885R,AIRPORT_45,AIRPORT_44,2026,2165,AC_103,TYPE_C,191,194,1
102375735,43160,8883,AIRPORT_57,AIRPORT_206,2027,2149,AC_125,TYPE_D,272,274,10
102335684,43160,8687,AIRPORT_292,AIRPORT_171,2028,2150,AC_75,TYPE_A,127,132,1
102315979,43160,8503,AIRPORT_119,AIRPORT_293,2030,2177,AC_24,TYPE_C,184,194,1
102321271,43160,8533,AIRPORT_167,AIRPORT_184,2030,2109,AC_61,TYPE_A,126,132,1
102392549,43160,8984,AIRPORT_192,AIRPORT_50,2034,2171,AC_10,TYPE_C,172,194,1
102375215,43160,8785,AIRPORT_268,AIRPORT_218,2037,2117,AC_73,TYPE_B,147,164,1
102396622,43160,8260,AIRPORT_250,AIRPORT_57,2037,2205,AC_104,TYPE_C,168,194,1
102328710,43160,8674,AIRPORT_158,AIRPORT_311,2040,2155,AC_141,TYPE_C,172,189,1
102370722,43160,8777,AIRPORT_50,AIRPORT_196,2040,2127,AC_13,TYPE_B,153,164,1
102366053,43160,8819,AIRPORT_313,AIRPORT_50,2040,2144,AC_82,TYPE_A,76,132,1
102361204,43160,8849,AIRPORT_268,AIRPORT_228,2043,2131,AC_109,TYPE_C,188,194,1
102328377,43160,8648,AIRPORT_214,AIRPORT_57,2047,2216,AC_52,TYPE_D,288,301,5
102320591,43160,8556,AIRPORT_174,AIRPORT_57,2047,2212,AC_154,TYPE_B,124,158,1
102393299,43160,8997,AIRPORT_108,AIRPORT_86,2051,2132,AC_144,TYPE_C,165,189,1
102388089,43160,8960,AIRPORT_145,AIRPORT_50,2054,2150,AC_140,TYPE_C,187,189,1
102314915,43160,8427,AIRPORT_159,AIRPORT_165,2056,2125,AC_62,TYPE_A,91,132,1
102338320,43160,8251,AIRPORT_50,AIRPORT_167,2056,2142,AC_11,TYPE_B,156,164,1
102318372,43160,8527,AIRPORT_150,AIRPORT_290,2059,2165,AC_133,TYPE_B,155,164,1
102320775,43160,8537,AIRPORT_295,AIRPORT_167,2066,2120,AC_58,TYPE_A,129,132,1
102395982,43160,8287,AIRPORT_57,AIRPORT_42,2067,2189,AC_90,TYPE_C,180,194,2
102397671,43160,8054,AIRPORT_44,AIRPORT_150,2070,2212,AC_115,TYPE_B,153,164,1
102330132,43160,8622,AIRPORT_132,AIRPORT_150,2070,2114,AC_114,TYPE_B,159,164,1
102373648,43160,8793,AIRPORT_35,AIRPORT_50,2073,2174,AC_161,TYPE_C,162,194,1
102319808,43160,8548,AIRPORT_206,AIRPORT_57,2073,2238,AC_76,TYPE_A,129,132,5
102389474,43160,8985,AIRPORT_283,AIRPORT_198,2073,2135,AC_100,TYPE_B,151,164,1
102355072,43160,8305,AIRPORT_119,AIRPORT_214,2076,2233,AC_12,TYPE_B,128,164,1
102343115,43160,8739,AIRPORT_311,AIRPORT_71,2077,2161,AC_118,TYPE_B,127,164,1
102371517,43160,8795,AIRPORT_283,AIRPORT_135,2080,2160,AC_74,TYPE_A,123,132,1
102361917,43160,8857,AIRPORT_44,AIRPORT_45,2082,2212,AC_106,TYPE_C,180,194,1
102397543,43160,8373,AIRPORT_150,AIRPORT_292,2083,2216,AC_20,TYPE_B,129,164,1
102311207,43160,8815,AIRPORT_263,AIRPORT_45,2084,2174,AC_122,TYPE_B,160,164,1
102313637,43160,8377,AIRPORT_293,AIRPORT_68,2085,2156,AC_64,TYPE_A,130,132,1
102385193,43160,8950,AIRPORT_285,AIRPORT_50,2086,2214,AC_89,TYPE_C,183,194,1
102322334,43160,8553,AIRPORT_50,AIRPORT_269,2087,2318,AC_126,TYPE_B,139,164,1
102365994,43160,8830,AIRPORT_206,AIRPORT_50,2092,2243,AC_8,TYPE_C,151,194,5
102336577,43160,8694,AIRPORT_177,AIRPORT_57,2097,2183,AC_85,TYPE_A,102,132,1
102392664,43160,8992,AIRPORT_107,AIRPORT_57,2101,2252,AC_108,TYPE_C,184,194,5
102363669,43160,8821,AIRPORT_50,AIRPORT_292,2103,2227,AC_68,TYPE_B,128,164,1
102342561,43160,8738,AIRPORT_35,AIRPORT_57,2106,2225,AC_95,TYPE_C,179,194,1
102389017,43160,8972,AIRPORT_214,AIRPORT_50,2106,2250,AC_139,TYPE_C,170,189,5
102330164,43160,8639,AIRPORT_158,AIRPORT_135,2110,2211,AC_77,TYPE_A,130,132,1
102383126,43160,8918,AIRPORT_291,AIRPORT_150,2110,2276,AC_23,TYPE_B,144,164,1
102311935,43160,8866,AIRPORT_192,AIRPORT_150,2112,2295,AC_142,TYPE_B,151,164,1
102387961,43160,8932,AIRPORT_281,AIRPORT_57,2114,2268,AC_123,TYPE_B,153,164,1
102356088,43160,8325,AIRPORT_119,AIRPORT_59,2115,2275,AC_67,TYPE_B,136,164,1
102370237,43160,8772,AIRPORT_129,AIRPORT_311,2115,2195,AC_60,TYPE_A,118,134,1
102351248,43160,8019,AIRPORT_57,AIRPORT_108,2116,2206,AC_38,TYPE_B,159,164,2
102326198,43160,8604,AIRPORT_177,AIRPORT_290,2118,2260,AC_28,TYPE_A,80,132,1
102351890,43160,8059,AIRPORT_158,AIRPORT_281,2121,2233,AC_84,TYPE_A,130,132,1
102345903,43160,8207,AIRPORT_258,AIRPORT_242,2122,2268,AC_5,TYPE_B,142,164,1
102380256,43160,8896,AIRPORT_57,AIRPORT_289,2122,2176,AC_37,TYPE_B,143,164,2
102312703,43160,8370,AIRPORT_263,AIRPORT_57,2124,2275,AC_91,TYPE_C,189,194,1
102384286,43160,8948,AIRPORT_258,AIRPORT_150,2127,2296,AC_92,TYPE_B,144,164,1
102311897,43160,8873,AIRPORT_59,AIRPORT_315,2128,2264,AC_117,TYPE_C,181,194,1
102330872,43160,8658,AIRPORT_171,AIRPORT_57,2129,2234,AC_51,TYPE_D,290,301,1
102382520,43160,8924,AIRPORT_195,AIRPORT_57,2130,2270,AC_162,TYPE_C,176,194,1
102358412,43160,8839,AIRPORT_195,AIRPORT_119,2132,2274,AC_120,TYPE_B,159,164,1
102347110,43160,8117,AIRPORT_150,AIRPORT_195,2132,2262,AC_102,TYPE_B,157,164,1
102362692,43160,8825,AIRPORT_281,AIRPORT_119,2135,2349,AC_113,TYPE_B,153,164,1
102329398,43160,8634,AIRPORT_171,AIRPORT_50,2136,2269,AC_56,TYPE_A,97,132,1
102375311,43160,8811,AIRPORT_258,AIRPORT_68,2137,2185,AC_119,TYPE_B,144,164,1
102343210,43160,8717,AIRPORT_184,AIRPORT_292,2139,2223,AC_9,TYPE_B,153,164,1
102384825,43160,8953,AIRPORT_44,AIRPORT_269,2139,2379,AC_127,TYPE_B,141,164,1
102376636,43160,8885,AIRPORT_57,AIRPORT_206,2141,2273,AC_36,TYPE_C,191,194,2
102317076,43160,8510,AIRPORT_44,AIRPORT_50,2147,2239,AC_72,TYPE_C,180,194,1
102366476,43160,8838,AIRPORT_286,AIRPORT_150,2150,2234,AC_134,TYPE_B,133,164,1
102390468,43160,8969,AIRPORT_57,AIRPORT_77,2154,2250,AC_148,TYPE_B,150,158,2
102337077,43160,8246,AIRPORT_106,AIRPORT_150,2155,2302,AC_14,TYPE_B,153,164,1
102384448,43160,8927,AIRPORT_145,AIRPORT_192,2155,2205,AC_112,TYPE_C,176,194,1
102332562,43160,8695,AIRPORT_57,AIRPORT_171,2156,2272,AC_53,TYPE_D,297,301,2
102364753,43160,8818,AIRPORT_171,AIRPORT_167,2158,2256,AC_81,TYPE_A,109,132,1
102338248,43160,8221,AIRPORT_150,AIRPORT_196,2160,2224,AC_93,TYPE_B,154,164,1
102371468,43160,8786,AIRPORT_218,AIRPORT_268,2166,2254,AC_73,TYPE_B,107,164,1
102389064,43160,8962,AIRPORT_214,AIRPORT_57,2167,2333,AC_16,TYPE_C,176,194,5
102342635,43160,8732,AIRPORT_35,AIRPORT_57,2168,2293,AC_21,TYPE_B,161,164,1
102396911,43160,8975,AIRPORT_292,AIRPORT_26,2169,2320,AC_55,TYPE_A,117,132,1
102368775,43160,8775,AIRPORT_184,AIRPORT_171,2173,2297,AC_78,TYPE_A,131,132,1
102313377,43160,8365,AIRPORT_268,AIRPORT_45,2174,2285,AC_96,TYPE_B,159,164,1
102319562,43160,8514,AIRPORT_311,AIRPORT_50,2174,2258,AC_97,TYPE_B,151,164,1
102336143,43160,8702,AIRPORT_248,AIRPORT_57,2178,2303,AC_159,TYPE_B,162,164,1
102380813,43160,8898,AIRPORT_101,AIRPORT_57,2185,2300,AC_145,TYPE_B,137,158,1
102342713,43160,8725,AIRPORT_283,AIRPORT_196,2187,2302,AC_129,TYPE_C,181,189,1
102348202,43160,8125,AIRPORT_232,AIRPORT_50,2188,2307,AC_138,TYPE_C,164,189,1
102314998,43160,8428,AIRPORT_165,AIRPORT_159,2190,2271,AC_62,TYPE_A,105,132,1
102312235,43160,8870,AIRPORT_291,AIRPORT_57,2190,2351,AC_121,TYPE_C,182,194,1
102393511,43160,8998,AIRPORT_86,AIRPORT_108,2190,2282,AC_144,TYPE_C,137,189,1
102346615,43160,8181,AIRPORT_98,AIRPORT_268,2192,2361,AC_111,TYPE_C,192,194,1
102372190,43160,8778,AIRPORT_196,AIRPORT_50,2198,2281,AC_13,TYPE_B,150,164,1
102389344,43160,8963,AIRPORT_57,AIRPORT_214,2199,2332,AC_35,TYPE_C,191,194,2
102345462,43160,8729,AIRPORT_192,AIRPORT_98,2200,2347,AC_151,TYPE_C,161,189,1
102339395,43160,8252,AIRPORT_167,AIRPORT_50,2207,2283,AC_11,TYPE_B,144,164,1
102324680,43160,8595,AIRPORT_290,AIRPORT_26,2208,2344,AC_156,TYPE_C,160,189,1
102333756,43160,8698,AIRPORT_171,AIRPORT_57,2208,2306,AC_29,TYPE_A,125,132,1
102336461,43160,8703,AIRPORT_57,AIRPORT_248,2209,2328,AC_22,TYPE_B,133,164,2
102327075,43160,8597,AIRPORT_268,AIRPORT_119,2210,2351,AC_6,TYPE_B,147,164,1
102352738,43160,8060,AIRPORT_281,AIRPORT_158,2215,2358,AC_80,TYPE_A,124,132,1
102358279,43160,8850,AIRPORT_228,AIRPORT_268,2216,2318,AC_109,TYPE_C,186,194,1
102321835,43160,8533,AIRPORT_184,AIRPORT_195,2221,2334,AC_61,TYPE_A,131,132,1
102390327,43160,8986,AIRPORT_198,AIRPORT_283,2222,2295,AC_100,TYPE_B,142,164,1
102375983,43160,8878,AIRPORT_119,AIRPORT_126,2223,2393,AC_25,TYPE_C,184,194,1
102354212,43160,8353,AIRPORT_263,AIRPORT_145,2226,2344,AC_132,TYPE_B,143,164,1
102369277,43160,8759,AIRPORT_50,AIRPORT_269,2230,2477,AC_19,TYPE_B,137,164,1
102318543,43160,8525,AIRPORT_269,AIRPORT_143,2232,2325,AC_155,TYPE_B,160,158,1
102363073,43160,8816,AIRPORT_45,AIRPORT_263,2233,2332,AC_122,TYPE_B,159,164,1
102335952,43160,8688,AIRPORT_171,AIRPORT_292,2234,2336,AC_75,TYPE_A,116,132,1
102374108,43160,8783,AIRPORT_50,AIRPORT_248,2234,2333,AC_140,TYPE_C,175,189,1
102316022,43160,8503,AIRPORT_293,AIRPORT_158,2235,2375,AC_24,TYPE_C,176,194,1
102383223,43160,8905,AIRPORT_57,AIRPORT_306,2236,2360,AC_160,TYPE_C,190,194,2
102366553,43160,8831,AIRPORT_50,AIRPORT_206,2236,2372,AC_116,TYPE_C,186,194,1
102358901,43160,8852,AIRPORT_311,AIRPORT_50,2238,2322,AC_141,TYPE_C,164,189,1
102329248,43160,8651,AIRPORT_57,AIRPORT_215,2238,2300,AC_30,TYPE_A,89,132,2
102372370,43160,8807,AIRPORT_293,AIRPORT_228,2242,2337,AC_63,TYPE_A,111,132,1
102321045,43160,8538,AIRPORT_167,AIRPORT_295,2243,2297,AC_58,TYPE_A,123,132,1
102374152,43160,8793,AIRPORT_50,AIRPORT_126,2244,2343,AC_161,TYPE_C,184,194,1
102395968,43160,8410,AIRPORT_105,AIRPORT_57,2245,2391,AC_105,TYPE_C,174,194,1
102370037,43160,8754,AIRPORT_171,AIRPORT_290,2245,2399,AC_79,TYPE_A,121,132,1
102397972,43160,885R,AIRPORT_44,AIRPORT_57,2246,2357,AC_103,TYPE_C,179,194,1
102392067,43160,8967,AIRPORT_150,AIRPORT_50,2249,2320,AC_114,TYPE_B,158,164,1
102357313,43160,8358,AIRPORT_98,AIRPORT_263,2250,2453,AC_66,TYPE_B,157,164,1
102377452,43160,8887,AIRPORT_57,AIRPORT_206,2251,2382,AC_152,TYPE_D,171,305,2
102326630,43160,8577,AIRPORT_167,AIRPORT_145,2255,2374,AC_18,TYPE_B,121,164,1
102370484,43160,8772,AIRPORT_311,AIRPORT_57,2262,2335,AC_60,TYPE_A,125,134,1
102335151,43160,8686,AIRPORT_108,AIRPORT_150,2264,2372,AC_150,TYPE_C,185,189,1
102319493,43160,8530,AIRPORT_150,AIRPORT_107,2266,2410,AC_143,TYPE_B,154,164,1
102349129,43160,8162,AIRPORT_35,AIRPORT_119,2269,2503,AC_99,TYPE_B,156,164,1
102322732,43160,8543,AIRPORT_50,AIRPORT_195,2270,2368,AC_83,TYPE_A,131,132,1
102396004,43160,8288,AIRPORT_42,AIRPORT_57,2271,2376,AC_90,TYPE_C,150,194,1
102342656,43160,8716,AIRPORT_247,AIRPORT_50,2272,2401,AC_94,TYPE_B,161,164,1
102385737,43160,8951,AIRPORT_50,AIRPORT_108,2272,2335,AC_10,TYPE_C,185,194,1
102321997,43160,8567,AIRPORT_263,AIRPORT_311,2273,2404,AC_157,TYPE_C,176,189,1
102343481,43160,8718,AIRPORT_292,AIRPORT_184,2273,2333,AC_9,TYPE_B,124,164,1
102310707,43160,8812,AIRPORT_68,AIRPORT_258,2273,2330,AC_119,TYPE_B,147,164,1
102378743,43160,8895,AIRPORT_289,AIRPORT_57,2274,2319,AC_37,TYPE_B,163,164,1
102312310,43160,8864,AIRPORT_45,AIRPORT_290,2279,2465,AC_153,TYPE_B,145,164,1
102384728,43160,8928,AIRPORT_192,AIRPORT_145,2280,2348,AC_112,TYPE_C,178,194,1
102371900,43160,8796,AIRPORT_135,AIRPORT_283,2282,2367,AC_74,TYPE_A,126,132,1
102397548,43160,8373,AIRPORT_292,AIRPORT_71,2284,2361,AC_20,TYPE_B,110,164,1
102327317,43160,8617,AIRPORT_57,AIRPORT_109,2285,2410,AC_104,TYPE_C,174,194,2
102381973,43160,8908,AIRPORT_281,AIRPORT_108,2286,2364,AC_84,TYPE_A,105,132,1
102364495,43160,8822,AIRPORT_292,AIRPORT_50,2287,2378,AC_68,TYPE_B,133,164,1
102352678,43160,8087,AIRPORT_57,AIRPORT_147,2288,2504,AC_154,TYPE_B,92,158,2
102330475,43160,8640,AIRPORT_135,AIRPORT_158,2289,2421,AC_77,TYPE_A,125,132,1
102368850,43160,8769,AIRPORT_57,AIRPORT_290,2290,2353,AC_85,TYPE_A,127,132,2
102351806,43160,8019,AIRPORT_108,AIRPORT_192,2292,2370,AC_38,TYPE_B,161,164,1
102396980,43160,8939,AIRPORT_57,AIRPORT_269,2294,2496,AC_124,TYPE_B,154,164,2
102314112,43160,8378,AIRPORT_68,AIRPORT_293,2295,2377,AC_64,TYPE_A,116,132,1
102376091,43160,8884,AIRPORT_206,AIRPORT_57,2298,2448,AC_125,TYPE_D,264,274,5
102352016,43160,8007,AIRPORT_50,AIRPORT_263,2300,2431,AC_149,TYPE_B,156,164,1
102372988,43160,8799,AIRPORT_247,AIRPORT_258,2301,2478,AC_130,TYPE_C,178,189,1
102343633,43160,8740,AIRPORT_71,AIRPORT_311,2302,2374,AC_118,TYPE_B,92,164,1
102376749,43160,8879,AIRPORT_290,AIRPORT_50,2304,2367,AC_133,TYPE_B,144,164,1
102367612,43160,8745,AIRPORT_50,AIRPORT_35,2305,2404,AC_72,TYPE_C,182,194,1
102343411,43160,8733,AIRPORT_57,AIRPORT_35,2306,2426,AC_95,TYPE_C,177,194,2
102362149,43160,8858,AIRPORT_45,AIRPORT_44,2310,2463,AC_106,TYPE_C,188,194,1
102315039,43160,8428,AIRPORT_159,AIRPORT_57,2315,2396,AC_62,TYPE_A,130,132,1
102375856,43160,8873,AIRPORT_315,AIRPORT_98,2318,2369,AC_117,TYPE_C,145,194,1
102390771,43160,8969,AIRPORT_77,AIRPORT_228,2319,2417,AC_148,TYPE_B,149,158,1
102372414,43160,8798,AIRPORT_248,AIRPORT_57,2328,2455,AC_15,TYPE_B,161,164,1
102371736,43160,8786,AIRPORT_268,AIRPORT_57,2329,2441,AC_73,TYPE_B,152,164,1
102319583,43160,8514,AIRPORT_50,AIRPORT_150,2330,2393,AC_97,TYPE_B,151,164,1
102373292,43160,8782,AIRPORT_248,AIRPORT_50,2335,2449,AC_7,TYPE_B,148,164,1
102393595,43160,8998,AIRPORT_108,AIRPORT_57,2339,2437,AC_144,TYPE_C,165,189,1
102365505,43160,8818,AIRPORT_167,AIRPORT_150,2344,2385,AC_81,TYPE_A,129,132,1
102372253,43160,8778,AIRPORT_50,AIRPORT_290,2345,2412,AC_13,TYPE_B,148,164,1
102347665,43160,8118,AIRPORT_195,AIRPORT_150,2346,2512,AC_102,TYPE_B,132,164,1
102364605,43160,8837,AIRPORT_150,AIRPORT_286,2350,2440,AC_134,TYPE_B,147,164,1
102356624,43160,8325,AIRPORT_59,AIRPORT_86,2350,2413,AC_67,TYPE_B,148,164,1
102363523,43160,8826,AIRPORT_119,AIRPORT_281,2351,2557,AC_120,TYPE_B,157,164,1
102332279,43160,8662,AIRPORT_150,AIRPORT_57,2353,2411,AC_23,TYPE_B,155,164,1
102338810,43160,8221,AIRPORT_196,AIRPORT_86,2354,2457,AC_93,TYPE_B,144,164,1
102390831,43160,8986,AIRPORT_283,AIRPORT_57,2355,2451,AC_100,TYPE_B,156,164,1
102321107,43160,8538,AIRPORT_295,AIRPORT_290,2355,2435,AC_58,TYPE_A,119,132,1
102351686,43160,609,AIRPORT_57,AIRPORT_240,2357,2861,AC_51,TYPE_D,229,301,2
102340233,43160,8253,AIRPORT_57,AIRPORT_232,2359,2467,AC_162,TYPE_C,169,194,2
102380963,43160,8915,AIRPORT_57,AIRPORT_250,2362,2502,AC_108,TYPE_C,189,194,2
102355342,43160,8306,AIRPORT_214,AIRPORT_119,2364,2518,AC_12,TYPE_B,135,164,5
102383258,43160,8911,AIRPORT_57,AIRPORT_107,2370,2504,AC_91,TYPE_C,190,194,2
102369328,43160,8776,AIRPORT_171,AIRPORT_184,2374,2485,AC_78,TYPE_A,100,132,1
102348454,43160,8126,AIRPORT_50,AIRPORT_232,2375,2478,AC_138,TYPE_C,187,189,1
102343581,43160,8726,AIRPORT_196,AIRPORT_283,2377,2460,AC_129,TYPE_C,185,189,1
102329776,43160,8652,AIRPORT_215,AIRPORT_57,2378,2429,AC_30,TYPE_A,126,132,1
102358563,43160,8850,AIRPORT_268,AIRPORT_50,2379,2491,AC_109,TYPE_C,192,194,1
102340402,43160,8215,AIRPORT_150,AIRPORT_44,2380,2507,AC_142,TYPE_B,144,164,1
102396922,43160,8976,AIRPORT_26,AIRPORT_292,2380,2566,AC_55,TYPE_A,110,132,1
102317279,43160,8526,AIRPORT_143,AIRPORT_269,2380,2468,AC_155,TYPE_B,146,158,1
102332883,43160,8696,AIRPORT_171,AIRPORT_57,2385,2496,AC_53,TYPE_D,201,301,1
102382412,43160,8903,AIRPORT_57,AIRPORT_125,2386,2545,AC_123,TYPE_B,141,164,2
102397619,43160,8035,AIRPORT_242,AIRPORT_145,2388,2478,AC_98,TYPE_B,87,164,1
102343750,43160,8718,AIRPORT_184,AIRPORT_247,2388,2520,AC_9,TYPE_B,146,164,1
102311526,43160,8813,AIRPORT_57,AIRPORT_293,2389,2492,AC_159,TYPE_B,163,164,2
102322696,43160,8534,AIRPORT_195,AIRPORT_184,2392,2521,AC_61,TYPE_A,117,132,1
102358629,43160,8851,AIRPORT_50,AIRPORT_311,2393,2486,AC_141,TYPE_C,153,189,1
102395562,43160,8173,AIRPORT_57,AIRPORT_195,2393,2503,AC_29,TYPE_A,130,132,2
102388588,43160,8967,AIRPORT_50,AIRPORT_68,2400,2542,AC_114,TYPE_B,162,164,1
102336215,43160,8688,AIRPORT_292,AIRPORT_290,2400,2458,AC_75,TYPE_A,125,132,1
102322848,43160,8554,AIRPORT_269,AIRPORT_50,2402,2599,AC_126,TYPE_B,146,164,1
102346745,43160,8107,AIRPORT_150,AIRPORT_59,2404,2544,AC_14,TYPE_B,156,164,1
102384969,43160,8928,AIRPORT_145,AIRPORT_57,2412,2533,AC_112,TYPE_C,187,194,1
102337881,43160,8208,AIRPORT_242,AIRPORT_258,2414,2545,AC_5,TYPE_B,140,164,1
102310770,43160,8812,AIRPORT_258,AIRPORT_57,2414,2551,AC_119,TYPE_B,163,164,1
102372129,43160,8796,AIRPORT_283,AIRPORT_50,2417,2496,AC_74,TYPE_A,125,132,1
102339663,43160,8252,AIRPORT_50,AIRPORT_107,2417,2524,AC_11,TYPE_B,163,164,1
102353004,43160,8060,AIRPORT_158,AIRPORT_289,2419,2483,AC_80,TYPE_A,121,132,1
102338366,43160,8233,AIRPORT_57,AIRPORT_298,2419,2514,AC_145,TYPE_B,153,158,2
102374480,43160,8794,AIRPORT_126,AIRPORT_50,2421,2511,AC_161,TYPE_C,182,194,1
102379011,43160,8895,AIRPORT_57,AIRPORT_206,2421,2552,AC_37,TYPE_B,142,164,2
102374664,43160,8784,AIRPORT_248,AIRPORT_50,2424,2541,AC_140,TYPE_C,156,189,1
102354898,43160,8353,AIRPORT_145,AIRPORT_26,2425,2537,AC_132,TYPE_B,146,164,1
102327339,43160,8598,AIRPORT_119,AIRPORT_268,2425,2573,AC_6,TYPE_B,142,164,1
102347392,43160,8182,AIRPORT_268,AIRPORT_98,2428,2602,AC_111,TYPE_C,70,194,1
102379067,43160,8889,AIRPORT_57,AIRPORT_206,2428,2559,AC_76,TYPE_A,96,132,2
